1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 143, 255, 0, 0, 0, 0, 15, 118, 2298, 4512, 2, 0, 0, 4, 106, 679, 16362, 29597, 116, 0, 0, 0, 232, 1238, 34267, 69778, 321, 0, 0, 1, 132, 2312, 68232, 160181, 833, 0, 0, 0, 20, 707, 22402, 53841, 362, 0, 0, 0, 0, 3, 659, 1550, 4, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 273, 0, 0, 0, 0, 0, 283, 3120, 31762, 317, 0, 0, 0, 1, 644, 7064, 92135, 1462, 0, 0, 0, 1, 336, 944, 15951, 103, 0, 0, 0, 0, 32, 111, 1543, 0, 0, 0, 0, 0, 9, 0, 322, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 14, 13902, 929, 0, 0, 0, 0, 0, 2, 2548, 133212, 578, 0, 0, 0, 0, 0, 129, 4366, 45902, 86, 0, 0, 0, 0, 0, 59, 1127, 7396, 1, 0, 0, 0, 0, 0, 9, 116, 282, 0, 0, 0, 0, 0, 0, 0, 11, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 0, 0, 0, 0, 0, 0, 150, 9910, 1825, 0, 0, 0, 0, 0, 123, 1423, 119947, 429, 0, 0, 0, 0, 1, 416, 6395, 29780, 86, 0, 0, 0, 0, 3, 188, 721, 8215, 3, 0, 0, 0, 1, 46, 0, 414, 542, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 556, 109, 0, 0, 0, 0, 0, 11, 254, 31855, 2064, 0, 0, 0, 0, 3, 689, 2180, 121642, 711, 0, 0, 0, 0, 4, 637, 5853, 56660, 168, 0, 0, 0, 1, 185, 40, 1484, 9881, 2, 0, 0, 0, 0, 2, 1, 61, 156, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 0, 0, 0, 0, 0, 0, 64, 2927, 143, 0, 0, 0, 0, 0, 62, 461, 34911, 1254, 0, 0, 0, 0, 3, 819, 3047, 88925, 315, 0, 0, 0, 0, 4, 289, 2773, 35000, 17, 0, 0, 0, 0, 21, 2, 589, 3011, 0, 0, 0, 0, 0, 0, 0, 50, 25, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 78, 46, 3731, 384, 0, 0, 0, 0, 1, 410, 481, 20264, 38, 0, 0, 0, 2, 149, 2, 1200, 2733, 0, 0, 0, 0, 0, 0, 0, 31, 28, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 75, 14, 0, 0, 22, 19, 26, 466, 11235, 4176, 81, 1, 147, 0, 405, 2331, 129125, 51373, 709, 5, 295, 4, 353, 1805, 65483, 44668, 1515, 5, 73, 21, 23, 482, 5943, 5793, 917, 0, 0, 0, 0, 1, 20, 99, 25, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 339, 65, 0, 0, 0, 0, 0, 0, 66, 5416, 888, 0, 0, 0, 0, 1, 390, 496, 41448, 1341, 0, 0, 0, 0, 10, 584, 2755, 61599, 586, 0, 0, 0, 0, 149, 67, 3607, 37509, 91, 0, 0, 1, 1, 365, 0, 1170, 21670, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 31, 18587, 1273, 0, 0, 0, 0, 0, 1, 2180, 168126, 1387, 0, 0, 0, 0, 0, 255, 8450, 100935, 205, 0, 0, 0, 0, 0, 235, 2208, 16024, 42, 0, 0, 0, 0, 0, 56, 669, 5870, 9, 0, 0, 0, 0, 0, 0, 276, 1506, 0, 0, 0, 0, 0, 0, 0, 4, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 312, 18, 0, 0, 0, 0, 0, 2, 102, 18164, 1185, 0, 0, 0, 0, 2, 988, 1676, 114790, 294, 0, 0, 0, 0, 4, 313, 4352, 29155, 13, 0, 0, 0, 1, 103, 17, 454, 2758, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 221, 64, 0, 0, 0, 0, 0, 0, 280, 27247, 385, 0, 0, 0, 0, 0, 124, 2007, 42271, 163, 0, 0, 0, 0, 0, 222, 925, 11606, 79, 0, 0, 0, 0, 4, 159, 406, 6817, 25, 0, 0, 0, 2, 88, 46, 369, 2284, 0, 0, 0, 0, 0, 22, 2, 98, 184, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 29, 0, 0, 0, 0, 0, 6, 128, 6643, 336, 0, 0, 0, 0, 0, 211, 605, 36164, 229, 0, 0, 0, 0, 2, 409, 1601, 20578, 18, 0, 0, 0, 1, 192, 48, 757, 3349, 4, 0, 0, 0, 0, 23, 0, 80, 217, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 33, 0, 0, 0, 0, 0, 0, 17, 770, 134, 0, 0, 0, 0, 0, 172, 218, 35874, 4043, 0, 0, 0, 0, 8, 1543, 3685, 241237, 1968, 0, 0, 0, 0, 499, 184, 13325, 123476, 76, 0, 0, 0, 0, 76, 2, 1691, 11687, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 3679, 908, 0, 0, 0, 0, 2, 698, 707, 59901, 79, 0, 0, 0, 1, 1, 202, 2398, 5329, 0, 0, 0, 0, 1, 10, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 486, 599, 2, 0, 99, 5, 157, 285, 9567, 14504, 97, 0, 137, 8, 136, 525, 13330, 28566, 161, 0, 6, 0, 3, 57, 785, 2020, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 85, 252, 11229, 4461, 0, 0, 0, 1, 414, 1235, 55734, 37553, 18, 0, 0, 1, 66, 956, 33790, 65679, 292, 0, 0, 0, 3, 157, 5661, 17289, 76, 0, 0, 0, 0, 20, 81, 653, 1, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 237, 11, 0, 0, 0, 0, 0, 8, 8, 752, 56, 0, 0, 0, 0, 0, 227, 85, 19299, 611, 0, 0, 0, 3, 585, 424, 2238, 99471, 24, 0, 0, 0, 1, 169, 2, 1185, 4191, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 0, 0, 0, 0, 0, 0, 6, 627, 114, 0, 0, 0, 0, 0, 14, 117, 15925, 1382, 0, 0, 0, 0, 1, 424, 1476, 76109, 1002, 0, 0, 0, 1, 10, 742, 4225, 57095, 331, 0, 0, 0, 1, 203, 63, 1861, 16825, 11, 0, 0, 0, 0, 50, 1, 447, 1554, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 230, 23, 0, 0, 0, 0, 0, 4, 68, 6238, 255, 0, 0, 0, 0, 1, 227, 401, 23177, 207, 0, 0, 0, 0, 1, 328, 1153, 22091, 96, 0, 0, 0, 2, 151, 184, 1038, 13758, 21, 0, 0, 0, 0, 57, 1, 484, 1624, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 22, 0, 0, 0, 0, 0, 0, 12, 3624, 650, 0, 0, 0, 0, 1, 222, 264, 31644, 859, 0, 0, 0, 0, 5, 257, 1933, 34633, 519, 0, 0, 0, 1, 217, 190, 2002, 32508, 233, 0, 0, 0, 1, 719, 0, 1927, 62080, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 14, 0, 0, 0, 0, 0, 0, 293, 36419, 485, 0, 0, 0, 0, 1, 727, 3635, 90115, 231, 0, 0, 0, 0, 1, 293, 1779, 30391, 172, 0, 0, 0, 0, 170, 44, 1039, 13548, 1, 0, 0, 1, 1, 94, 1, 168, 924, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 18, 56, 55, 238, 399, 74, 0, 173, 133, 218, 4010, 26379, 10885, 872, 8, 333, 11, 662, 8286, 129124, 70171, 4439, 149, 136, 1, 181, 4143, 88783, 50041, 6014, 187, 1, 0, 0, 458, 13524, 7558, 3238, 511, 0, 0, 0, 240, 3000, 1766, 2634, 2438, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1292, 168, 0, 0, 0, 0, 0, 11, 256, 9862, 287, 0, 0, 0, 0, 1, 340, 891, 17929, 92, 0, 0, 0, 0, 6, 208, 847, 6500, 15, 0, 0, 0, 1, 10, 0, 160, 999, 0, 0, 0, 0, 0, 0, 0, 62, 863, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 0, 0, 0, 0, 0, 0, 28, 976, 185, 0, 0, 0, 0, 0, 217, 120, 29269, 869, 0, 0, 0, 1, 10, 469, 2364, 45039, 151, 0, 0, 0, 1, 136, 131, 1856, 13091, 4, 0, 0, 1, 1, 179, 2, 260, 1327, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 16, 0, 0, 0, 0, 0, 12, 77, 2718, 155, 0, 0, 0, 0, 1, 199, 239, 19920, 212, 0, 0, 0, 1, 9, 355, 1397, 14016, 18, 0, 0, 0, 0, 77, 18, 333, 962, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 10, 3402, 339, 0, 0, 0, 0, 0, 319, 423, 27789, 327, 0, 0, 0, 1, 6, 357, 1388, 25410, 60, 0, 0, 0, 0, 128, 141, 769, 8463, 7, 0, 0, 0, 0, 55, 0, 379, 2047, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 10, 0, 0, 1, 8, 26, 88, 1629, 278, 0, 0, 1, 33, 289, 985, 15247, 1694, 0, 0, 1, 4, 714, 2886, 59220, 6874, 12, 0, 0, 0, 201, 1319, 30985, 2460, 24, 0, 0, 0, 22, 126, 4038, 695, 59, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 191, 14, 0, 0, 0, 0, 1, 107, 98, 16141, 1821, 0, 0, 0, 1, 5, 1099, 1838, 92090, 580, 0, 0, 0, 1, 336, 31, 5227, 47495, 90, 0, 0, 0, 0, 0, 0, 535, 7023, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 528, 141, 0, 0, 0, 0, 0, 16, 361, 45311, 3025, 0, 0, 0, 0, 3, 963, 3720, 157377, 1068, 0, 0, 0, 0, 3, 678, 6413, 82210, 177, 0, 0, 0, 0, 106, 3, 2462, 12367, 0, 0, 0, 0, 0, 0, 0, 6, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 36, 0, 0, 0, 0, 0, 0, 454, 24401, 327, 0, 0, 0, 0, 0, 108, 1395, 27418, 64, 0, 0, 0, 0, 0, 165, 999, 10838, 17, 0, 0, 0, 0, 0, 112, 359, 2679, 0, 0, 0, 0, 2, 10, 0, 9, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2708, 604, 0, 0, 0, 0, 2, 296, 258, 37192, 799, 0, 0, 0, 0, 9, 686, 2983, 42726, 31, 0, 0, 0, 0, 77, 12, 1114, 3194, 1, 0, 0, 0, 0, 24, 0, 79, 211, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 27, 0, 0, 0, 0, 0, 0, 64, 8723, 1123, 0, 0, 0, 0, 0, 99, 1141, 60550, 248, 0, 0, 0, 0, 0, 258, 2837, 14398, 20, 0, 0, 0, 1, 2, 119, 315, 1404, 28, 0, 0, 0, 1, 43, 78, 148, 1357, 1, 0, 0, 0, 0, 22, 0, 152, 462, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 226, 51, 0, 0, 0, 0, 0, 9, 424, 21692, 500, 0, 0, 0, 0, 1, 531, 1190, 33001, 394, 0, 0, 0, 0, 5, 306, 1304, 43315, 357, 0, 0, 0, 0, 138, 113, 2341, 44200, 109, 0, 0, 1, 0, 99, 1, 1804, 17629, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 4, 1, 1, 9, 0, 0, 0, 15, 11, 21, 169, 2723, 2024, 37, 0, 134, 2, 259, 639, 17091, 13988, 218, 0, 43, 9, 92, 590, 14248, 10966, 371, 3, 44, 0, 5, 197, 3191, 2012, 196, 3, 0, 0, 1, 9, 21, 41, 30, 9, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 1028, 644, 0, 0, 0, 0, 116, 2092, 33154, 13132, 759, 41, 0, 0, 471, 3576, 78965, 31940, 2949, 235, 0, 1, 86, 1976, 42117, 39494, 3382, 274, 0, 0, 1, 440, 12243, 22601, 2057, 24, 0, 0, 0, 76, 2368, 6271, 3151, 1750, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 1, 0, 0, 0, 0, 0, 0, 64, 3205, 74, 0, 0, 0, 0, 0, 52, 426, 22942, 721, 0, 0, 0, 0, 1, 467, 1374, 67130, 785, 0, 0, 0, 0, 3, 414, 3148, 53585, 102, 0, 0, 0, 2, 215, 95, 1424, 10680, 3, 0, 0, 0, 0, 42, 1, 241, 2462, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 0, 0, 0, 0, 0, 0, 50, 4224, 459, 0, 0, 0, 0, 1, 419, 610, 24100, 94, 0, 0, 0, 1, 5, 264, 1035, 7072, 0, 0, 0, 0, 0, 5, 0, 42, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 116, 100, 6, 11, 0, 91, 80, 344, 4210, 3430, 64, 54, 0, 145, 142, 1656, 53714, 29871, 1030, 102, 0, 135, 16, 1065, 35477, 27243, 1001, 23, 0, 19, 0, 128, 3944, 2987, 734, 132, 0, 0, 0, 7, 334, 316, 333, 86, 0, 0, 0, 0, 8, 161, 16, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 57, 0, 0, 0, 0, 0, 0, 204, 35336, 2114, 0, 0, 0, 0, 0, 245, 3367, 192142, 2017, 0, 0, 0, 0, 0, 841, 9849, 120427, 341, 0, 0, 0, 0, 1, 210, 3347, 35693, 65, 0, 0, 0, 0, 1, 0, 1118, 5359, 0, 0, 0, 0, 0, 0, 0, 60, 305, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 520, 73, 0, 0, 0, 0, 0, 4, 94, 6422, 1691, 0, 0, 0, 0, 1, 660, 655, 86453, 1129, 0, 0, 0, 1, 9, 698, 5925, 59933, 58, 0, 0, 0, 0, 43, 0, 1278, 3997, 0, 0, 0, 0, 0, 0, 0, 20, 69, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 1050, 138, 0, 0, 0, 0, 0, 46, 392, 17091, 201, 0, 0, 0, 0, 1, 336, 779, 22415, 64, 0, 0, 0, 0, 0, 126, 1019, 6790, 6, 0, 0, 0, 0, 49, 18, 119, 719, 1, 0, 0, 1, 1, 24, 0, 27, 73, epithelium
